object_list,小波次表,,,,,,,,,
怪物组Id,跑道类型,出场次数,间隔时间,开始时间,出口跑道编号,怪物Id,怪物数量,关卡ID,,
10421006,0,3,3000,39000,0,141034,6,104,,
10421007,0,3,2000,48000,1,141033,6,104,,
10520101,0,3,10000,2000,0,141040,3,105,,
10520102,0,4,1000,6000,0,141044,8,105,,
10520103,0,4,1000,12000,0,141044,8,105,,
10520104,0,5,2500,18000,0,141043,10,105,,
10520201,0,4,1000,2000,0,141044,8,105,,
10520202,0,4,1500,5000,0,142045,8,105,,
10520203,1,5,2000,11000,0,141042,10,105,,
10520204,0,4,1500,23000,0,141044,8,105,,
10520205,0,5,1500,30000,0,141041,5,105,,
10520301,1,5,2000,2000,0,141042,10,105,,
10520302,0,5,1000,6000,0,141044,10,105,,
10520303,0,6,1500,13000,0,141043,12,105,,
10520304,1,4,3000,24000,0,142045,8,105,,
10520305,1,4,3000,33000,0,142045,8,105,,
10520401,1,5,2500,2000,0,141040,5,105,,
10520402,0,5,2000,7500,0,141039,10,105,,
10520403,0,6,2000,11000,0,141042,12,105,,
10520501,0,4,1500,2000,0,141043,8,105,,
10520502,0,5,3500,7000,0,141041,5,105,,
10520503,0,5,1000,13000,0,141043,10,105,,
10520504,0,5,2000,21000,0,141043,10,105,,
10520505,1,5,1500,30000,0,142045,10,105,,
10520506,1,5,3000,42000,0,141041,5,105,,
10520507,0,7,2000,50000,0,141042,7,105,,
10520601,0,6,1500,2000,0,141044,12,105,,
10520602,1,1,1000,3000,0,142046,1,105,,
10520603,0,5,3000,17000,0,141044,10,105,,
10520604,0,5,2500,24000,0,141043,10,105,,
10520605,0,5,2000,34000,0,142045,10,105,,
10520606,0,5,3000,40000,0,141042,10,105,,
10520701,0,6,2000,2000,0,141041,6,105,,
10520702,0,6,2000,6000,0,141043,12,105,,
10520703,0,3,6000,12000,0,141041,6,105,,
10520704,0,6,1500,24000,0,141043,12,105,,
10520801,1,5,1000,2000,0,142045,10,105,,
10520802,0,4,5000,5000,0,141041,8,105,,
10520803,0,3,10000,11000,0,141040,3,105,,
10520901,0,6,1500,2000,0,141043,12,105,,
10520902,0,4,3000,7000,0,142045,8,105,,
10520903,0,6,2000,13000,0,141043,12,105,,
10520904,1,4,3500,21000,0,142045,8,105,,
10520905,0,5,2000,30000,0,141043,10,105,,
10520906,0,5,2000,42000,0,141043,10,105,,
10521001,0,1,2000,2000,0,142046,1,105,,
10521002,1,6,1000,6000,0,141044,12,105,,
10521003,0,5,2000,13000,0,141042,10,105,,
10521004,0,5,2000,22000,0,141042,10,105,,
10521005,0,6,2000,33000,0,141043,12,105,,
10521006,0,5,1500,41000,0,142045,10,105,,
10521007,0,3,5500,49000,0,141040,5,105,,
130101,0,3,1000,2000,0,141001,3,1,,
130102,0,4,1000,6000,0,141001,4,1,,
130103,0,4,1000,11000,0,141001,4,,,
130104,0,4,1000,16000,0,141001,4,,,
130105,0,4,1000,21000,0,141001,4,,,
130201,0,5,1000,2000,0,141001,5,1,,
130202,0,3,1000,10000,0,141002,3,1,,
130203,0,5,1000,13000,0,141001,5,,,
130204,0,3,1000,21000,0,141002,3,,,
130301,0,6,1000,2000,0,141002,6,1,,
130401,0,2,800,2000,0,141002,2,1,,
130402,0,6,800,4000,0,141001,6,1,,
130403,0,2,800,14000,0,141002,2,1,,
130404,0,6,800,16000,0,141001,6,1,,
130501,0,2,500,2000,0,141002,2,1,,
130502,0,2,500,5000,0,141002,2,1,,
130503,0,2,500,8000,0,141002,2,1,,
130601,0,4,500,2000,0,141002,4,1,,
130602,0,2,2000,10000,0,141001,2,1,,
130603,0,18,1000,13000,0,141001,18,1,,
230101,0,8,1000,2000,0,141001,8,2,,
230102,0,8,1000,14000,0,141001,8,2,,
230103,,2,2000,24000,0,141002,2,,,
230201,0,2,2000,2000,0,141002,2,2,,
230202,0,2,4000,7000,0,141005,2,2,,
230203,,4,2000,13000,0,141002,4,,,
230301,0,3,1000,2000,0,141008,3,2,,
230302,0,3,1000,8000,0,141008,3,2,,
230303,0,4,2000,15000,0,141002,4,2,,
230401,0,3,2000,2000,0,141005,3,2,,
230402,0,5,2000,11000,0,141002,5,2,,
230403,0,5,2000,22000,0,141008,5,2,,
230501,0,5,1000,2000,0,141008,5,2,,
230502,0,5,1000,10000,0,141002,5,2,,
230503,0,5,1000,18000,0,141008,5,2,,
230504,0,5,1000,26000,0,141002,5,2,,
230601,0,2,1000,2000,0,141002,2,2,,
230602,0,3,1000,5000,0,141005,3,2,,
230603,0,6,1000,9000,0,141002,6,2,,
230604,0,4,1000,19000,0,141005,4,2,,
230605,0,10,1000,26000,0,141002,10,2,,
330101,0,4,500,2000,0,141008,4,1,,
330102,0,4,500,7000,0,141008,4,1,,
330103,,4,500,12000,0,141008,4,,,
330201,0,6,500,2000,0,141001,6,1,,
330202,0,6,500,8000,0,141001,6,1,,
330203,,6,500,14000,0,141001,6,,,
330301,0,8,500,2000,0,141001,8,1,,
330302,0,3,500,11000,0,141002,3,1,,
330303,,3,500,15000,0,141002,3,,,
330304,,8,500,21000,0,141001,8,,,
330401,0,8,500,2000,0,141008,8,1,,
330402,0,8,500,10000,0,141008,8,1,,
330403,0,8,500,18000,0,141008,8,1,,
330501,0,6,500,2000,0,141002,6,1,,
330502,0,6,500,8000,0,141002,6,1,,
330601,0,12,500,2000,0,141008,12,1,,
330602,0,20,500,12000,0,141001,24,1,,
330603,0,12,500,25000,0,141008,12,1,,
430101,0,6,3000,2000,0,141008,6,2,,
430102,0,6,3000,2000,1,141008,6,2,,
430201,0,5,1000,2000,1,141064,5,2,,
430301,0,6,1000,2000,0,141064,6,2,,
430302,0,6,1000,11000,0,141064,6,2,,
430303,0,6,1000,20000,0,141008,6,2,,
430304,0,6,1000,28000,0,141008,6,,,
430401,0,6,2000,2000,0,141064,6,2,,
430402,0,20,1000,2000,1,141001,20,2,,
430403,0,6,2000,14000,0,141008,6,2,,
430404,0,4,2000,16000,1,141002,4,,,
430405,0,6,2000,28000,0,141008,6,,,
430406,0,4,2000,30000,1,141002,4,,,
430501,0,8,500,2000,0,141008,8,2,,
430502,0,10,500,10000,0,141008,10,2,,
430503,0,12,500,18000,0,141008,12,2,,
430601,0,3,4000,2000,0,141065,3,2,,
430602,0,12,1000,2000,1,141064,12,2,,
430603,0,10,2000,18000,0,141008,10,2,,
430604,0,8,1000,18000,1,141002,8,2,,
530101,0,10,1500,2000,1,141064,10,3,,
530102,0,6,1500,20000,1,141002,6,3,,
530201,0,4,1500,2000,1,141005,4,3,,
530202,0,2,4000,10000,1,141065,2,3,,
530203,0,4,1500,18000,1,141005,4,3,,
530204,0,2,4000,26000,1,141065,2,,,
530301,0,8,2000,2000,0,141064,10,3,,
530302,0,4,4000,2000,1,141065,4,3,,
530303,0,10,2000,20000,0,141064,10,,,
530304,0,6,2000,20000,1,141002,6,,,
530305,0,6,2000,32000,1,141002,6,,,
530401,0,5,2000,2000,0,141065,5,3,,
530402,0,2,3000,16000,0,141009,2,3,,
530403,0,5,2000,32000,0,141065,5,3,,
530404,0,2,3000,48000,0,141009,2,,,
530501,0,15,1000,2000,0,141064,15,3,,
530502,0,6,1000,2000,1,141005,6,3,,
530503,0,15,1000,18000,0,141064,15,3,,
530504,0,10,1000,18000,1,141002,10,3,,
530505,0,6,1000,30000,1,141005,6,3,,
530506,0,10,1000,38000,1,141002,10,3,,
530507,0,6,1000,40000,1,141005,6,,,
530601,0,3,2000,2000,1,141009,3,3,,
530602,0,8,1000,8000,1,141065,8,3,,
530603,0,12,1000,18000,1,141005,12,3,,
530604,0,3,2000,32000,1,141009,3,3,,
630101,0,5,2000,2000,0,141008,5,3,,
630102,0,5,2000,2000,1,141008,5,3,,
630201,0,14,500,2000,0,141001,14,3,,
630202,0,14,500,2000,1,141001,14,3,,
630203,0,2,500,12000,0,141002,2,3,,
630204,0,2,500,12000,1,141002,2,,,
630205,0,1,1000,16000,0,141003,1,,,
630206,0,1,1000,16000,1,141003,1,,,
630207,0,10,500,20000,0,141001,10,,,
630208,0,10,500,20000,1,141001,10,,,
630301,0,6,500,2000,0,141001,6,3,,
630302,0,6,500,2000,1,141001,6,3,,
630303,0,4,500,8000,0,141002,4,,,
630304,0,4,500,8000,1,141002,4,,,
630305,0,1,500,14000,0,141003,1,,,
630306,0,1,500,14000,1,141003,1,,,
630307,0,6,500,20000,0,141001,6,,,
630308,0,6,500,20000,1,141001,6,,,
630309,0,4,500,26000,0,141002,4,,,
630310,0,4,500,26000,1,141002,4,,,
630311,0,1,500,30000,0,141003,1,,,
630312,0,1,500,30000,1,141003,1,,,
630313,0,6,500,32000,0,141001,6,,,
630314,0,6,500,32000,1,141001,6,,,
630401,0,1,500,2000,0,141009,1,3,,
630402,0,1,500,2000,1,141009,1,3,,
630403,0,2,1000,4000,0,141003,2,3,,
630404,0,2,1000,4000,1,141003,2,,,
630405,0,3,500,8000,0,141002,3,,,
630406,0,3,500,8000,1,141002,3,,,
630501,0,15,500,2000,0,141001,15,3,,
630502,0,15,500,2000,1,141001,15,3,,
630503,0,1,500,13000,0,141003,1,3,,
630504,0,1,500,13000,1,141003,1,3,,
630505,0,4,500,16000,0,141002,4,3,,
630506,0,4,500,16000,1,141002,4,3,,
630507,0,1,500,21000,0,141009,1,,,
630508,0,1,500,21000,1,141009,1,,,
630509,0,15,500,24000,0,141001,15,,,
630510,0,15,500,24000,1,141001,15,,,
630511,0,1,500,34000,0,141003,1,,,
630512,0,1,500,34000,1,141003,1,,,
630513,0,1,500,38000,0,141009,1,,,
630514,0,1,500,38000,1,141009,1,,,
630601,0,6,3000,2000,0,141009,6,3,,
630602,0,3,1000,2000,1,141003,3,3,,
630603,0,3,1000,8000,1,141003,3,3,,
630604,0,3,1000,14000,1,141003,3,3,,
630605,0,3,1000,20000,1,141003,3,,,
630606,0,3,1000,26000,1,141003,3,,,
730101,0,10,500,2000,1,141001,10,4,,
730102,0,15,500,10000,1,141001,15,4,,
730103,0,15,500,20000,1,141001,15,,,
730201,0,3,500,2000,0,141002,3,4,,
730202,0,4,500,5000,0,141002,4,4,,
730203,0,5,500,9000,0,141002,5,4,,
730204,0,3,1000,14000,0,141003,3,4,,
730301,0,5,500,2000,1,141001,5,4,,
730302,0,2,500,2000,0,141002,3,4,,
730303,0,3,500,5000,0,141002,3,4,,
730304,0,10,500,7000,1,141001,10,4,,
730305,0,3,500,10000,0,141002,3,4,,
730306,0,15,500,15000,1,141001,15,4,,
730307,0,3,3000,16000,0,141003,3,,,
730308,0,20,500,25000,1,141001,20,,,
730401,0,4,500,2000,0,141002,4,4,,
730402,0,2,500,2000,1,141008,2,4,,
730403,0,4,500,5000,1,141008,4,4,,
730404,0,5,500,6000,0,141002,5,4,,
730405,0,6,500,9000,1,141008,6,4,,
730406,0,6,500,12000,0,141002,6,4,,
730407,0,8,500,13000,1,141008,8,,,
730408,0,10,1000,20000,1,141008,10,,,
730501,0,10,500,2000,1,141008,10,4,,
730502,0,4,500,2000,0,141002,4,4,,
730503,0,6,500,6000,0,141002,6,4,,
730504,0,2,4000,9000,1,141007,2,4,,
730505,0,5,2000,16000,0,141003,5,4,,
730601,0,3,4000,2000,1,141007,4,4,,
730602,0,6,500,2000,0,141002,6,4,,
730603,0,8,500,7000,0,141002,8,4,,
730604,0,10,500,14000,0,141002,10,,,
730605,0,12,500,14000,1,141008,12,,,
730606,0,12,500,24000,1,141008,12,,,
730607,0,4,4000,35000,1,141007,4,,,
830101,0,15,2000,2000,0,141001,15,4,,
830102,0,15,2000,2000,1,141001,15,4,,
830103,0,6,3000,35000,0,141064,6,,,
830104,0,6,3000,35000,1,141064,6,,,
830105,0,3,4000,50000,0,141002,3,,,
830106,0,3,4000,50000,1,141002,3,,,
830201,0,10,2000,2000,0,141008,10,4,,
830202,0,8,1000,26000,0,141002,8,4,,
830203,0,4,2000,38000,0,141003,4,4,,
830301,0,10,2000,2000,1,141008,10,4,,
830302,0,8,1000,26000,1,141002,8,4,,
830303,0,4,2000,38000,1,141003,4,4,,
830401,0,6,4000,2000,0,141049,6,4,,
830402,0,6,4000,2000,1,141049,6,4,,
830403,0,2,2000,30000,0,141003,2,4,,
830404,0,2,2000,30000,1,141003,2,4,,
830405,0,6,4000,40000,0,141049,6,4,,
830406,0,6,4000,40000,1,141049,6,4,,
830407,0,2,2000,68000,0,141003,2,,,
830408,0,2,2000,68000,1,141003,2,,,
830501,0,6,2000,2000,0,141006,6,4,,
830502,0,6,2000,2000,1,141006,6,4,,
830503,0,6,1500,16000,0,141006,6,4,,
830504,0,6,1500,16000,1,141006,6,4,,
830505,0,10,500,30000,0,141008,10,4,,
830506,0,10,500,30000,1,141008,10,4,,
830507,0,10,500,40000,0,141008,10,,,
830508,0,10,500,40000,1,141008,10,,,
830601,0,1,3000,2000,0,141010,1,4,,
830602,0,1,3000,2000,1,141010,1,4,,
830603,0,2,3000,8000,0,141050,2,4,,
830604,0,2,3000,8000,1,141050,2,,,
830605,0,10,3000,16000,0,142004,10,,,
830606,0,10,3000,16000,1,142004,10,,,
830607,0,10,500,22000,0,141008,10,,,
830608,0,10,500,22000,1,141008,10,,,
830609,0,4,3000,30000,0,141007,4,,,
830610,0,4,3000,30000,1,141007,4,,,
930101,0,4,500,2000,0,141011,4,5,,
930102,0,3,500,2000,1,141002,3,5,,
930103,0,4,500,5000,0,141011,4,5,,
930104,0,4,500,5000,1,141002,4,5,,
930105,0,5,500,8000,1,141002,5,5,,
930201,0,8,500,2000,0,141008,8,5,,
930202,0,8,500,2000,2,141002,8,5,,
930203,0,8,500,8000,0,141008,8,5,,
930204,0,2,500,8000,2,141003,2,5,,
930205,0,8,500,14000,0,141008,8,5,,
930206,0,8,500,14000,2,141002,8,5,,
930207,0,2,500,19000,2,141003,2,5,,
930301,0,3,1000,2000,0,141014,3,5,,
930302,0,10,500,2000,1,141011,10,5,,
930303,0,10,500,5000,0,141008,10,5,,
930304,0,10,500,12000,0,141008,10,5,,
930305,0,10,500,12000,1,141011,10,5,,
930306,0,5,1000,19000,1,141048,5,5,,
930401,0,10,2000,2000,0,141014,10,5,,
930402,0,6,1000,2000,1,141048,6,5,,
930403,0,3,1000,9000,1,141003,3,5,,
930404,0,6,1000,14000,1,141048,6,5,,
930405,0,3,1000,20000,1,141003,3,5,,
930501,0,6,1000,2000,0,141014,6,,,
930502,0,15,500,2000,1,141011,15,,,
930503,0,12,500,8000,0,141008,12,,,
930504,0,12,500,15000,0,141008,12,,,
930505,0,8,500,15000,1,141048,8,,,
930506,0,8,500,23000,1,141048,8,,,
930601,0,10,1000,2000,0,141014,10,,,
930602,0,8,500,2000,2,141048,8,,,
930603,0,10,1000,12000,0,141014,10,,,
930604,0,8,500,12000,2,141048,8,,,
930605,0,8,500,12000,2,141048,8,,,
1030101,0,8,500,2000,0,141001,8,5,,
1030102,0,4,500,2000,1,141008,4,5,,
1030103,0,10,500,8000,0,141001,10,5,,
1030104,0,8,500,8000,1,141008,8,5,,
1030105,0,12,500,15000,0,141001,12,5,,
1030106,0,8,500,15000,1,141008,8,5,,
1030201,0,3,500,2000,0,141002,3,5,,
1030202,0,2,500,2000,1,141011,2,5,,
1030203,0,4,500,5000,0,141002,4,5,,
1030204,0,3,500,5000,1,141011,3,5,,
1030205,0,5,500,9000,0,141002,5,5,,
1030206,0,4,500,9000,1,141011,4,5,,
1030301,0,4,500,2000,1,141011,4,5,,
1030302,0,2,500,6000,1,141048,2,5,,
1030303,0,2,500,9000,1,141048,2,5,,
1030304,0,3,500,12000,1,141048,3,5,,
1030305,0,4,500,16000,1,141048,4,5,,
1030401,0,15,500,2000,0,141001,15,5,,
1030402,0,6,500,12000,0,141002,6,5,,
1030403,0,1,500,16000,0,141003,1,5,,
1030404,0,6,500,19000,0,141002,6,5,,
1030405,0,1,500,23000,0,141003,1,5,,
1030406,0,6,500,26000,0,141002,6,5,,
1030407,0,1,500,31000,0,141009,1,,,
1030501,0,8,500,2000,0,141001,8,,,
1030502,0,6,500,2000,1,141008,6,,,
1030503,0,6,500,6000,1,141008,6,,,
1030504,0,8,500,7000,0,141001,8,,,
1030505,0,6,500,10000,1,141011,6,,,
1030506,0,1,500,15000,0,141009,1,,,
1030507,0,3,500,17000,0,141003,3,,,
1030508,0,4,500,17000,1,141048,4,,,
1030509,0,5,500,22000,0,141002,5,,,
1030510,0,4,500,22000,1,141048,4,,,
1030601,0,1,500,2000,0,141009,1,,,
1030602,0,5,500,2000,1,141048,5,,,
1030603,0,5,500,6000,0,141002,5,,,
1030604,0,1,500,6000,1,141009,1,,,
1030605,0,1,500,10000,0,141009,1,,,
1030606,0,5,500,10000,1,141048,5,,,
1030607,0,5,500,14000,0,141002,5,,,
1030608,0,1,500,14000,1,141009,1,,,
1030609,0,1,500,18000,0,141009,1,,,
1030610,0,5,500,18000,1,141048,5,,,
1030611,0,5,500,22000,0,141002,5,,,
1030612,0,1,500,22000,1,141009,1,,,
1130101,0,25,500,2000,0,141001,25,6,,
1130201,0,15,2000,2000,0,141008,15,6,,
1130202,0,8,2000,2000,1,142018,8,6,,
1130301,0,4,500,2000,0,141002,4,6,,
1130302,0,10,2000,2000,1,142018,10,6,,
1130303,0,6,500,5000,0,141002,6,6,,
1130304,0,2,500,10000,0,141003,2,6,,
1130401,0,8,1000,2000,0,141011,8,6,,
1130402,0,20,2000,2000,1,142018,20,6,,
1130403,0,5,1500,12000,0,141003,5,6,,
1130501,0,6,2000,2000,0,141051,6,6,,
1130502,0,30,2000,2000,1,142018,30,6,,
1130503,0,6,2000,15000,0,141052,6,6,,
1130504,0,12,2000,30000,0,141051,12,6,,
1130601,0,8,1000,2000,0,141048,8,6,,
1130602,0,30,1000,2000,1,142018,30,6,,
1130603,0,10,1000,11000,0,141051,10,6,,
1130604,0,3,1000,22000,0,141052,3,6,,
1230101,0,5,2000,2000,0,141011,5,6,,
1230102,0,5,2000,2000,1,141011,5,6,,
1230201,0,9,2000,2000,0,141002,9,6,,
1230202,0,9,2000,2000,1,141002,9,6,,
1230203,0,5,3000,20000,0,141048,5,6,,
1230204,0,5,3000,20000,1,141048,5,6,,
1230301,0,15,2000,2000,0,141066,16,6,,
1230302,0,15,2000,2000,1,141066,16,6,,
1230303,0,5,4000,36000,0,141012,5,6,,
1230304,0,5,4000,36000,1,141012,5,6,,
1230401,0,20,2000,2000,0,141066,20,6,,
1230402,0,20,2000,2000,1,141066,20,6,,
1230403,0,8,2000,42000,0,141048,8,6,,
1230404,0,8,2000,42000,1,141048,8,6,,
1230405,0,25,500,60000,0,141011,25,6,,
1230406,0,25,500,60000,1,141011,25,6,,
1230501,0,20,2000,2000,0,141014,20,6,,
1230502,0,20,2000,2000,1,141014,20,6,,
1230503,0,15,2000,42000,0,141012,15,6,,
1230504,0,15,2000,42000,1,141012,15,6,,
1230505,0,5,3000,75000,0,141009,5,6,,
1230506,0,5,3000,75000,1,141009,5,6,,
1230601,0,60,1000,2000,0,142018,60,6,,
1230602,0,60,1000,2000,1,142018,60,6,,
1330101,0,8,2000,2000,0,141005,8,6,,
1330102,0,6,2000,18000,1,141006,6,6,,
1330201,0,8,4000,2000,1,141014,8,6,,
1330202,0,3,2000,26000,0,141051,3,6,,
1330203,0,3,2000,34000,0,141016,3,7,,
1330301,0,6,2000,2000,0,141049,6,7,,
1330302,0,6,1500,15000,0,141048,6,7,,
1330303,0,12,1000,26000,1,141066,12,7,,
1330304,0,12,1000,40000,1,141066,12,7,,
1330401,0,10,500,2000,1,141066,10,7,,
1330402,0,10,500,10000,1,141066,10,7,,
1330403,0,4,500,18000,1,141014,4,7,,
1330404,0,4,500,22000,1,141051,4,7,,
1330405,0,3,1000,26000,0,141016,3,7,,
1330406,0,5,500,31000,0,141049,5,7,,
1330501,0,6,500,2000,0,141051,6,7,,
1330502,0,3,500,6000,0,141052,3,,,
1330503,0,3,4000,9500,1,141015,3,,,
1330504,0,8,1000,20000,1,141014,8,,,
1330505,0,6,1000,35000,0,141051,6,,,
1330506,0,3,1000,42000,0,141052,3,,,
1330601,0,6,500,2000,0,141051,6,,,
1330602,0,5,1000,6000,0,141016,5,,,
1330603,0,4,2000,12000,1,141015,4,,,
1330604,0,4,2000,22000,1,141015,4,,,
1330605,0,6,500,36000,0,141051,6,,,
1330606,0,5,500,40000,0,141016,5,7,,
1430101,0,12,500,2000,0,141011,12,7,,
1430102,0,3,500,2000,2,141048,3,7,,
1430103,0,4,500,4500,2,141048,4,7,,
1430104,0,5,500,8500,2,141048,5,7,,
1430201,0,6,1000,2000,1,142018,6,7,,
1430202,0,8,1000,8000,1,142018,8,7,,
1430203,0,10,1000,18000,1,142018,10,7,,
1430301,0,4,1000,2000,0,141067,4,7,,
1430302,0,10,1000,2000,1,141066,10,7,,
1430303,0,3,1000,8000,2,141067,3,7,,
1430304,0,3,1000,13000,2,141067,3,7,,
1430401,0,15,1000,2000,1,141066,15,7,,
1430402,0,5,1000,2000,0,141067,5,7,,
1430403,0,3,1000,9000,0,141003,3,7,,
1430404,0,3,1000,19000,1,141012,3,7,,
1430405,0,5,1000,19000,2,141067,5,7,,
1430406,0,3,1000,26000,2,141003,3,7,,
1430501,0,4,2000,2000,1,141012,4,7,,
1430502,0,10,1000,2000,0,141048,10,7,,
1430503,0,20,500,15000,1,141066,20,7,,
1430504,0,5,1000,15000,2,141067,5,7,,
1430601,0,4,2000,2000,1,141012,4,7,,
1430602,0,5,2000,2000,0,141009,5,7,,
1430603,0,3,1000,15000,0,141003,3,7,,
1430604,0,20,500,15000,1,141066,20,7,,
1430605,0,5,2000,20000,2,141009,5,7,,
1430606,0,3,1000,22000,2,141003,3,8,,
1530101,0,7,500,2000,0,141011,7,8,,
1530102,0,5,500,2000,1,141048,5,8,,
1530103,0,7,500,2000,2,141066,7,8,,
1530201,0,15,1000,2000,0,141011,15,8,,
1530202,0,10,1000,2000,1,141066,10,8,,
1530203,0,10,1000,20000,1,141066,10,8,,
1530204,0,15,1000,20000,0,141066,15,8,,
1530301,0,1,500,2000,1,141053,1,8,,
1530302,0,4,500,2000,2,141066,4,8,,
1530303,0,6,500,5000,1,141048,6,8,,
1530304,0,4,500,5000,2,141066,4,8,,
1530305,0,1,500,10000,1,141053,1,8,,
1530306,1,4,500,10000,2,141066,4,8,,
1530307,0,6,500,14000,1,141048,6,8,,
1530401,0,6,500,2000,1,141066,6,8,,
1530402,0,3,500,6000,1,141053,3,8,,
1530403,1,6,500,8000,1,141066,6,8,,
1530404,0,3,500,12000,1,141053,3,8,,
1530405,0,6,500,14000,1,141066,6,8,,
1530406,1,3,500,18000,1,141012,3,8,,
1530501,1,30,1000,2000,0,141011,30,8,,
1530502,0,6,1500,2000,1,141053,6,8,,
1530503,0,16,1000,2000,2,141066,16,8,,
1530601,0,10,2000,2000,0,141053,10,8,,
1530602,0,10,2000,2000,1,141053,10,8,,
1530603,0,10,1000,2000,2,141012,10,8,,
1630101,0,1,500,2000,0,141019,1,8,,
1630102,0,5,2000,2000,2,142018,5,8,,
1630103,0,10,1000,3000,2,141008,10,8,,
1630104,0,5,2000,10000,0,142018,5,8,,
1630201,0,8,2000,2000,0,142018,8,8,,
1630202,0,5,1000,2000,1,141048,5,8,,
1630203,0,3,1000,7000,1,141003,3,8,,
1630204,0,8,1000,20000,0,142018,8,8,,
1630205,0,4,1000,30000,2,141014,4,8,,
1630206,0,8,1000,36000,2,141008,8,8,,
1630301,0,8,2000,2000,0,142018,8,8,,
1630302,0,14,500,2000,1,141002,14,8,,
1630303,0,1,500,2000,0,141019,1,8,,
1630304,1,16,500,3000,2,141008,16,8,,
1630305,0,15,500,12000,2,141008,15,8,,
1630306,0,8,500,13000,0,142018,8,8,,
1630307,0,8,500,20000,0,142018,8,8,,
1630308,1,8,1000,20000,1,141048,8,8,,
1630309,0,12,500,30000,1,141011,12,8,,
1630401,0,3,4000,2000,0,141007,3,8,,
1630402,1,2,4000,2000,1,141053,2,8,,
1630403,1,3,4000,2000,2,141007,3,8,,
1630404,0,5,3000,12000,0,141014,5,8,,
1630405,0,12,500,12000,1,141011,12,8,,
1630406,0,5,3000,12000,2,141014,5,8,,
1630501,0,4,3000,2000,0,141015,4,8,,
1630502,0,3,3000,2000,1,141053,3,8,,
1630503,1,4,3000,2000,2,141015,4,8,,
1630504,1,5,2000,10000,1,141067,5,8,,
1630505,0,5,2000,22000,1,141067,5,8,,
1630601,0,1,3000,2000,0,141019,1,8,,
1630602,0,6,3000,2000,1,141053,6,8,,
1630603,0,5,2000,20000,2,141007,5,8,,
1630604,1,10,2000,32000,2,141014,10,8,,
1730101,0,8,2000,2000,0,141020,10,9,,
1730201,0,10,2000,2000,1,141020,10,9,,
1730202,0,5,4000,3000,2,141054,5,9,,
1730301,0,6,2000,2000,3,141054,6,9,,
1730302,0,3,4000,2000,0,141055,3,9,,
1730401,0,4,2000,2000,1,141021,4,9,,
1730402,0,4,4000,3000,2,141022,4,9,,
1730403,1,4,2000,12000,3,141023,4,9,,
1730501,0,4,2000,2000,0,141025,4,9,,
1730502,0,7,2000,3000,1,141054,7,9,,
1730601,0,8,2000,2000,2,141020,10,9,,
1730602,0,5,4000,3000,3,141054,5,9,,
1730603,0,5,2000,15000,0,141022,5,9,,
1730701,0,6,2000,2000,1,141054,6,9,,
1730702,0,4,4000,3000,2,141055,4,9,,
1730703,1,2,3000,12000,3,141027,2,9,,
1730801,0,2,3000,2000,0,141027,2,9,,
1730802,0,2,3000,8000,1,141027,2,9,,
1730803,0,8,3000,14000,2,141027,10,9,,
1730901,0,8,2000,2000,3,141021,8,9,,
1730902,0,4,4000,3000,0,141022,4,9,,
1730903,0,6,2000,15000,1,141055,6,9,,
1730904,0,4,4000,16000,2,141023,4,9,,
1731001,0,2,3000,2000,3,141024,2,9,,
1731002,0,6,6000,2000,0,141027,6,9,,
1731003,0,2,3000,5000,1,141026,2,9,,
1731004,0,4,3000,5000,0,141025,6,9,,
1731005,0,6,2000,10000,0,141025,8,9,,
1731006,0,6,2000,20000,0,141025,8,9,,
1830101,0,8,2000,2000,0,141020,10,9,,
1830201,0,4,2000,2000,0,141025,4,9,,
1830202,0,7,2000,3000,1,141054,7,9,,
1830301,0,6,2000,2000,3,141054,6,9,,
1830302,0,3,4000,2000,0,141055,3,9,,
1830401,0,6,2000,2000,1,141054,6,9,,
1830402,0,2,4000,3000,2,141055,2,9,,
1830403,1,2,3000,12000,3,141027,2,9,,
1830501,0,6,2000,2000,3,141054,6,9,,
1830502,0,3,4000,2000,0,141055,3,9,,
1830601,0,2,3000,2000,0,141027,2,9,,
1830602,0,2,3000,8000,1,141027,2,9,,
1830603,0,2,3000,14000,2,141027,2,9,,
1830701,0,4,2000,2000,1,141021,4,9,,
1830702,0,4,4000,3000,2,141022,4,9,,
1830703,1,4,2000,12000,3,141023,4,9,,
1830801,0,8,2000,2000,3,141021,8,9,,
1830802,0,4,4000,3000,0,141022,4,9,,
1830803,0,6,2000,15000,1,141055,6,9,,
1830901,0,2,3000,2000,3,141024,2,9,,
1830902,0,6,2500,3000,0,141055,6,9,,
1830903,0,2,3000,15000,1,141026,2,9,,
1830904,0,4,3000,16000,0,141055,6,9,,
1831001,0,2,10000,2000,3,141024,2,9,,
1831002,0,4,4000,2000,0,141022,4,9,,
1831003,0,6,2000,5000,1,141055,6,9,,
1831004,0,4,4000,5000,2,141023,4,9,,
1831005,0,6,2000,10000,0,141055,8,9,,
1831006,0,6,2000,20000,0,141055,8,9,,
1930101,0,8,2000,2000,1,141020,10,10,,
1930201,0,8,2000,2000,0,141020,10,10,,
1930202,0,4,4000,3000,0,141054,4,10,,
1930301,0,10,2000,2000,2,141020,15,10,,
1930302,0,3,4000,2500,2,141021,3,10,,
1930303,0,2,4000,10000,2,141055,2,10,,
1930401,0,10,2000,2000,3,141020,15,10,,
