object_list,,,,,,,,,,,,,
语言包key,按表进行分类,中文简体,中文简体,英文,英文,英文,英文,,,,,,
40263051,task_title_des,防御塔技能5,高等级的防御塔更具威力，甚至还会有特殊技能呢！,Tower Research 5,Higher level towers do more damage and have different abilities!,,,,,,,,
40271011,task_title_des,法术升级1,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 1,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271021,task_title_des,法术升级2,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 2,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271031,task_title_des,法术升级3,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 3,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271041,task_title_des,法术升级4,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 4,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271051,task_title_des,法术升级5,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 5,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271061,task_title_des,法术升级6,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 6,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271071,task_title_des,法术升级7,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 7,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271081,task_title_des,法术升级8,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 8,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271091,task_title_des,法术升级9,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 9,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271101,task_title_des,法术升级10,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 10,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271111,task_title_des,法术升级11,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 11,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271121,task_title_des,法术升级12,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 12,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271131,task_title_des,法术升级13,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 13,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271141,task_title_des,法术升级14,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 14,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271151,task_title_des,法术升级15,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 15,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271161,task_title_des,法术升级16,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 16,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271171,task_title_des,法术升级17,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 17,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271181,task_title_des,法术升级18,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 18,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271191,task_title_des,法术升级19,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 19,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271201,task_title_des,法术升级20,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 20,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271211,task_title_des,法术升级21,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 21,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271221,task_title_des,法术升级22,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 22,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40271231,task_title_des,法术升级23,孩子，当你的法术专精到一定程度的时候，你会发现更多法术的奥妙！,Magic Upgrade 23,Upgrading magic skills are very important to battle outcomes.,,,,,,,,
40272011,task_title_des,法术进阶1,进阶后的魔法会拥有一些特殊的强大能力，英雄，准备好接受魔法的洗礼了吗?,Magic Research 1,Research magic skills to grant them new abilities.,,,,,,,,
40272021,task_title_des,法术进阶2,进阶后的魔法会拥有一些特殊的强大能力，英雄，准备好接受魔法的洗礼了吗?,Magic Research 2,Research magic skills to grant them new abilities.,,,,,,,,
40272031,task_title_des,法术进阶3,进阶后的魔法会拥有一些特殊的强大能力，英雄，准备好接受魔法的洗礼了吗?,Magic Research 3,Research magic skills to grant them new abilities.,,,,,,,,
40272041,task_title_des,法术进阶4,进阶后的魔法会拥有一些特殊的强大能力，英雄，准备好接受魔法的洗礼了吗?,Magic Research 4,Research magic skills to grant them new abilities.,,,,,,,,
40272051,task_title_des,法术进阶5,进阶后的魔法会拥有一些特殊的强大能力，英雄，准备好接受魔法的洗礼了吗?,Magic Research 5,Research magic skills to grant them new abilities.,,,,,,,,
40272061,task_title_des,法术进阶6,进阶后的魔法会拥有一些特殊的强大能力，英雄，准备好接受魔法的洗礼了吗?,Magic Research 6,Research magic skills to grant them new abilities.,,,,,,,,
40281011,task_title_des,收税收税1,看看我们刚刚占领的领土吧，也许花些行动力的话可以在这领土上收取一些税金。,Taxes 1,"Check back on levels you have defeated, you will taxes waiting for you to collect.",,,,,,,,
40282011,task_title_des,收税收税2,前线对物资的需求也是越来越大，我们的领地现在也比较大了，可以进行一次全国收税了！,Taxes 2,Implement a Kingdom tax to collect taxes from all your defeated levels.,,,,,,,,
40283011,task_title_des,收税收税3,敌人的增援就快到了，前线物资还是有些吃紧，也许花费一些钻石的话我们可以强制征收一次！,Taxes 3,Desperate times call for desperate measures. Declare a War tax to collect again from defeated levels.,,,,,,,,
40284011,task_title_des,购买道具,花费钻石在商店购买一些强力道具，可以帮助英雄更快的通过关卡,Buy items,Use diamonds to buy higher level items for battle.,,,,,,,,
40291011,task_title_des,幻境试炼1,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 1,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291021,task_title_des,幻境试炼2,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 2,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291031,task_title_des,幻境试炼3,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 3,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291041,task_title_des,幻境试炼4,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 4,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291051,task_title_des,幻境试炼5,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 5,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291061,task_title_des,幻境试炼6,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 6,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291071,task_title_des,幻境试炼7,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 7,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291081,task_title_des,幻境试炼8,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 8,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291091,task_title_des,幻境试炼9,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 9,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291101,task_title_des,幻境试炼10,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 10,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291111,task_title_des,幻境试炼11,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 11,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291121,task_title_des,幻境试炼12,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 12,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40291131,task_title_des,幻境试炼13,我的王，无极幻境已经魔化完毕，是时候考验我们的勇士和防御塔的能力了。,Blitz Training 13,"My King, Blitz Acres awaits to challenge both your hero strength and tower tactician skills.",,,,,,,,
40110012,task_reward,陛下，这一仗打的漂亮，但是不要掉以轻心，你以后的路还很长。,,War March,A victory for the kingdom! But there is a yet a long road ahead of us.,,,,,,,,
40110022,task_reward,嘿！这一仗打的太过瘾了！以后的战斗也请将我派到前线！,,A Stand,The scouting party has been taken out. This area is now safe for travel.,,,,,,,,
